INSERT INTO `item_template` (`id`, `TYPE`, `gender`, `NAME`, `description`, `icon_id`, `part`, `is_up_to_up`, `power_require`, `gold`, `gem`, `head`, `body`, `leg`, `ruby`) VALUES
(848, 5, 2, 'Nón Trâu may mắn', 'Vật phẩm sự kiện', 7587, 826, 0, 0, 0, 0, 826, -1, -1, 0),
(849, 23, 3, 'Pháo Thăng Thiên', 'Bay không tốn KI', 4548, 8, 0, 0, 0, 0, -1, -1, -1, 0),
(850, 27, 3, 'Cỏ tươi', 'Vật phẩm sự kiện', 7594, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(851, 27, 3, 'Cỏ tươi', 'Vật phẩm sự kiện', 7594, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(852, 11, 3, 'Cây trúc', 'Vật phẩm sự kiện', 7597, 52, 0, 0, 0, 0, -1, -1, -1, 0),
(853, 5, 0, 'Cải trang Trâu Nâu', 'Vật phẩm sự kiện', 7641, -1, 0, 0, 0, 0, 833, 834, 835, 0),
(854, 5, 1, 'Cải trang Trâu Nâu', 'Vật phẩm sự kiện', 7645, -1, 0, 0, 0, 0, 837, 834, 835, 0),
(855, 5, 2, 'Cải trang Trâu Nâu', 'Vật phẩm sự kiện', 7643, -1, 0, 0, 0, 0, 836, 834, 835, 0),
(856, 5, 0, 'Cải trang Trâu Đốm', 'Vật phẩm sự kiện', 7600, -1, 0, 0, 0, 0, 828, 829, 830, 0),
(857, 5, 1, 'Cải trang Trâu Đốm', 'Vật phẩm sự kiện', 7604, -1, 0, 0, 0, 0, 832, 829, 830, 0),
(858, 5, 2, 'Cải trang Trâu Đốm', 'Vật phẩm sự kiện', 7602, -1, 0, 0, 0, 0, 831, 829, 830, 0),
(859, 33, 3, 'Mảnh Độc Nhãn', 'Đầu não của Red Ribbon. Bị chột một mắt. Lúc nhỏ bị mọi người chê là \'Thằng lùn\'', 1568, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(860, 5, 3, 'Cải trang Mị Nương', 'Vật phẩm sự kiện', 7711, -1, 0, 0, 0, 0, 841, 842, 843, 0),
(861, 34, 3, 'Hồng ngọc', '', 7743, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(862, 5, 3, 'Cải trang Nobita', 'Nhát như thỏ đế, lười học, mê ngủ chỉ được mỗi tài thiện xạ.', 7744, -1, 0, 0, 0, 0, 844, 845, 846, 0),
(863, 5, 3, 'Cải trang Xekô', 'Con nhà giàu, học giỏi, yêu khoa học chỉ tội mỏ nhọn, lẻo méo, lươn lẹo.', 7808, -1, 0, 0, 0, 0, 850, 851, 852, 0),
(864, 5, 3, 'Cải trang Chaien', 'Hay bắt nạt bạn bè, hát như bò rống chỉ được cái can đảm.', 7776, -1, 0, 0, 0, 0, 847, 848, 849, 0),
(865, 11, 3, 'Kiếm Z', 'Vật phẩm sự kiện', 7842, 53, 0, 0, 0, 0, -1, -1, -1, 0),
(866, 5, 0, 'Avatar', 'Dùng để thay đổi khuôn mặt', 7847, 855, 0, 0, 0, 0, 855, -1, -1, 0),
(867, 5, 1, 'Avatar', 'Dùng để thay đổi khuôn mặt', 7846, 854, 0, 0, 0, 0, 854, -1, -1, 0),
(868, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 7843, 853, 0, 0, 0, 0, 853, -1, -1, 0),
(869, 27, 3, 'Capsule 1 sao', 'Giấu bên trong nhiều vật phẩm quý giá', 7852, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(870, 27, 3, 'Capsule 2 sao', 'Giấu bên trong nhiều vật phẩm quý giá', 7853, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(871, 27, 3, 'Capsule 3 sao', 'Giấu bên trong nhiều vật phẩm quý giá', 7854, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(872, 5, 0, 'Avatar Gohan 1', 'Dùng để thay đổi khuôn mặt', 7855, 856, 0, 0, 0, 0, 857, -1, -1, 0),
(873, 5, 0, 'Avatar Gohan 2', 'Dùng để thay đổi khuôn mặt', 7858, 857, 0, 0, 0, 0, 856, -1, -1, 0),
(874, 27, 3, 'Rùa con', 'Mang Rùa con bị lạc về cho Quy Lão để nhận thưởng.', 7861, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(875, 5, 2, 'Cải trang Cadic', 'Vật phẩm sự kiện', 7862, -1, 0, 0, 0, 0, 858, 859, 860, 0),
(876, 5, 0, 'Cải trang Gohan', 'Vật phẩm sự kiện', 7894, -1, 0, 0, 0, 0, 861, 862, 863, 0),
(877, 5, 1, 'Cải trang Pocolo', 'Vật phẩm sự kiện', 7926, -1, 0, 0, 0, 0, 864, 865, 866, 0),
(878, 5, 3, 'Cải trang Cooler vàng', 'Vật phẩm sự kiện', 6587, -1, 0, 0, 0, 0, 709, 710, 711, 0),
(879, 5, 3, 'Cải trang Thống Chế Kilo', 'Vật phẩm sự kiện', 6618, -1, 0, 0, 0, 0, 712, 713, 714, 0),
(880, 29, 3, 'Cua rang me', 'Tặng cho Whis hoặc ăn vào để tăng 5% sức đánh trong vòng 10 phút', 8060, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(881, 29, 3, 'Bạch tuộc nướng', 'Tặng cho Whis hoặc ăn vào để tăng 5% sát thương khi chí mạng trong vòng 10 phút', 8061, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(882, 29, 3, 'Tôm tẩm bột chiên xù', 'Tặng cho Whis hoặc ăn vào để tăng 5% HP trong vòng 10 phút', 8062, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(883, 5, 3, 'Cải trang Black Gohan Rose', 'Vật phẩm sự kiện', 8095, -1, 0, 0, 0, 0, 879, 880, 881, 0),
(884, 5, 3, 'Cải trang Hit', 'Vật phẩm sự kiện', 4969, -1, 0, 0, 0, 0, 520, 521, 522, 0),
(885, 5, 3, 'Cải trang Lích Tên', 'Vật phẩm sự kiện', 8147, -1, 0, 0, 0, 0, 888, 889, 890, 0),
(886, 27, 3, 'Trứng vịt muối', 'Vật phẩm sự kiện', 8130, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(887, 27, 3, 'Gà quay nguyên con', 'Vật phẩm sự kiện', 8129, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(888, 27, 3, 'Bột mì', 'Vật phẩm sự kiện', 7069, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(889, 27, 3, 'Đậu xanh', 'Vật phẩm sự kiện', 7070, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(890, 27, 3, 'Bánh trung thu Gà quay', 'Vật phẩm sự kiện', 8132, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(891, 27, 3, 'Bánh trung thu thập cẩm', 'Vật phẩm sự kiện', 8131, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(892, 27, 3, 'Thỏ xám', 'Vật phẩm sự kiện', 8139, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(893, 27, 3, 'Thỏ trắng', 'Vật phẩm sự kiện', 8146, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(894, 5, 0, 'Avatar', 'Dùng để thay đổi khuôn mặt', 8201, 900, 0, 0, 0, 0, 900, -1, -1, 0),
(895, 5, 1, 'Avatar', 'Dùng để thay đổi khuôn mặt', 8205, 902, 0, 0, 0, 0, 902, -1, -1, 0),
(896, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 8203, 901, 0, 0, 0, 0, 901, -1, -1, 0),
(897, 24, 3, 'Fire bird', 'Queen', 8210, 13, 0, 0, 0, 0, -1, -1, -1, 0),
(898, 5, 3, 'Cải trang Zamasu', 'Vật phẩm sự kiện', 8211, -1, 0, 0, 0, 0, 903, 904, 905, 0),
(899, 29, 3, 'Kẹo một mắt', 'Vật phẩm sự kiện. Ăn vào +5% chí mạng trong vòng 30 phút.', 8243, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(900, 29, 3, 'Súp bí hắc ám', 'Vật phẩm sự kiện. Ăn vào +10% HP trong vòng 30 phút.', 8244, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(901, 27, 3, 'Kẹo bàn tay', 'Vật phẩm sự kiện', 8245, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(902, 29, 3, 'Bánh gato nhện', 'Vật phẩm sự kiện. Ăn vào +10% giáp trong vòng 30 phút.', 8246, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(903, 29, 3, 'Hamburger sâu', 'Vật phẩm sự kiện. Ăn vào +10% sức đánh trong vòng 30 phút.', 8247, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(904, 5, 3, 'Cải trang Black Goku SSJ White', 'Vật phẩm sự kiện', 8248, -1, 0, 0, 0, 0, 906, 904, 905, 0),
(905, 5, 0, 'Cải trang Siêu Thần Trái Đất', 'Vật phẩm sự kiện', 8283, -1, 0, 0, 0, 0, 910, 911, 912, 0),
(906, 5, 3, 'Cải trang Mighty Mask', 'Vật phẩm sự kiện', 8251, -1, 0, 0, 0, 0, 907, 908, 909, 0),
(907, 5, 1, 'Cải trang Siêu thần Namếc', 'Vật phẩm sự kiện', 8315, -1, 0, 0, 0, 0, 913, 914, 915, 0),
(908, 21, 3, 'Ma phong ba', 'PET', 8185, -1, 1, 0, 0, 0, 557, 558, 559, 0),
(909, 21, 3, 'Thần chết cute', 'PET', 8200, -1, 1, 0, 0, 0, 557, 558, 559, 0),
(910, 21, 3, 'Bí ngô nhí nhảnh', 'PET', 8192, -1, 1, 0, 0, 0, 557, 558, 559, 0),
(911, 5, 2, 'Cải trang Siêu Thần Xayda', 'Vật phẩm sự kiện', 5087, -1, 0, 0, 0, 0, 542, 523, 524, 0),
(912, 5, 3, 'Cải trang Gohan áo xanh', 'Vật phẩm sự kiện', 8347, -1, 0, 0, 0, 0, 916, 917, 918, 0),
(913, 5, 3, 'Cải trang Póc áo đỏ', 'Vật phẩm sự kiện', 8379, -1, 0, 0, 0, 0, 919, 920, 921, 0),
(914, 5, 3, 'Cải trang Búp bê Arale', 'Vật phẩm sự kiện', 8411, -1, 0, 0, 0, 0, 922, 923, 924, 0),
(915, 27, 3, 'Capsule Squid Game', 'Vật phẩm sự kiện', 8443, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(916, 27, 3, 'Lính bảo vệ tam giác', 'Vật phẩm sự kiện', 8446, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(917, 27, 3, 'Lính bảo vệ vuông', 'Vật phẩm sự kiện', 8445, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(918, 27, 3, 'Lính bảo vệ tròn', 'Vật phẩm sự kiện', 8444, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(919, 21, 3, 'Búp bê', 'PET', 8472, -1, 1, 0, 0, 0, 557, 558, 559, 0),
(920, 23, 3, 'Gậy như ý', 'Vật phẩm sự kiện. Dùng để bay phục hồi HP, KI', 8482, 10, 0, 0, 0, 0, -1, -1, -1, 0),
(921, 27, 3, 'porata +2', 'Sử dụng để hợp thể với đệ tử + 5% chỉ số', 10410, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(922, 5, 0, 'Cải trang Goku Noel', 'Vật phẩm sự kiện', 8483, -1, 0, 0, 0, 0, 937, 938, 939, 0),
(923, 5, 1, 'Cải trang Pico Noel', 'Vật phẩm sự kiện', 8545, -1, 0, 0, 0, 0, 943, 944, 945, 0),
(924, 5, 2, 'Cải trang Radic Noel', 'Vật phẩm sự kiện', 8514, -1, 0, 0, 0, 0, 940, 941, 942, 0),
(925, 12, 3, 'Ngọc rồng băng 1 sao', 'Thu thập để ước Rồng Băng', 8579, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(926, 12, 3, 'Ngọc rồng băng 2 sao', 'Thu thập để ước Rồng Băng', 8580, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(927, 12, 3, 'Ngọc rồng băng 3 sao', 'Thu thập để ước Rồng Băng', 8581, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(928, 12, 3, 'Ngọc rồng băng 4 sao', 'Thu thập để ước Rồng Băng', 8582, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(929, 12, 3, 'Ngọc rồng băng 5 sao', 'Thu thập để ước Rồng Băng', 8583, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(930, 12, 3, 'Ngọc rồng băng 6 sao', 'Thu thập để ước Rồng Băng', 8584, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(931, 12, 3, 'Ngọc rồng băng 7 sao', 'Thu thập để ước Rồng Băng', 8585, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(932, 5, 3, 'Cải trang Uub', 'Cải trang thành Uub (chỉ dành cho đệ tử)', 8586, -1, 0, 0, 0, 0, 946, 947, 948, 0),
(933, 27, 3, 'Mảnh vỡ bông tai', 'Dùng để nâng cấp bông tai', 8618, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(934, 27, 3, 'Mảnh hồn bông tai', 'Dùng để nâng cấp bông tai', 8619, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(935, 27, 3, 'Đá xanh lam', 'Dùng để nâng cấp bông tai', 8620, -1, 1, 0, 500000000, 0, -1, -1, -1, 0),
(936, 21, 3, 'Tuần lộc nhí', 'Vật phẩm sự kiện', 8652, -1, 1, 0, 0, 0, 557, 558, 559, 0),
(937, 5, 3, 'Cải trang Mabư Noel', 'Vật phẩm sự kiện', 8621, -1, 0, 0, 0, 0, 950, 951, 952, 0),
(938, 5, 0, 'Cải trang Goku thời trang', 'Vật phẩm sự kiện', 8662, -1, 0, 0, 0, 0, 956, 957, 958, 0),
(939, 5, 1, 'Cải trang Pôcôlô thời trang', 'Vật phẩm sự kiện', 8724, -1, 0, 0, 0, 0, 962, 963, 964, 0),
(940, 5, 2, 'Cải trang Ca Đíc thời trang', 'Vật phẩm sự kiện', 8693, -1, 0, 0, 0, 0, 959, 960, 961, 0),
(941, 5, 3, 'Nón Hổ vàng', 'Dùng để thay đổi khuôn mặt', 8758, 965, 0, 0, 0, 0, 965, -1, -1, 0),
(942, 21, 3, 'Hổ mặp vàng', 'Vật phẩm sự kiện', 8768, -1, 1, 0, 0, 0, 557, 558, 559, 0),
(943, 21, 3, 'Hổ mặp trắng', 'Vật phẩm sự kiện', 8776, -1, 1, 0, 0, 0, 557, 558, 559, 0),
(944, 21, 3, 'Hổ mặp xanh', 'Vật phẩm sự kiện', 8784, -1, 1, 0, 0, 0, 557, 558, 559, 0),
(945, 5, 3, 'Cải trang Goku Tarzan', 'Vật phẩm sự kiện', 8785, -1, 0, 0, 0, 0, 975, 976, 977, 0),
(946, 5, 3, 'Nón Hổ trắng', 'Dùng để thay đổi khuôn mặt', 8818, 979, 0, 0, 0, 0, 979, -1, -1, 0),
(947, 5, 3, 'Nón Hổ xanh', 'Dùng để thay đổi khuôn mặt', 8824, 981, 0, 0, 0, 0, 981, -1, -1, 0),
(948, 5, 3, 'Cải trang Hổ vàng', 'Vật phẩm sự kiện', 8828, -1, 0, 0, 0, 0, 983, 984, 985, 0),
(949, 27, 3, 'Thịt tươi', 'Vật phẩm sự kiện', 7068, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(950, 27, 3, 'Thịt tươi', 'Vật phẩm sự kiện', 7068, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(951, 5, 3, 'Cải trang Siêu Goku Tarzan', 'Vật phẩm sự kiện', 8924, -1, 0, 0, 0, 0, 992, 976, 977, 0),
(952, 5, 3, 'Cải trang Hổ trắng', 'Vật phẩm sự kiện', 8860, -1, 0, 0, 0, 0, 986, 987, 988, 0),
(953, 5, 3, 'Cải trang Hổ xanh', 'Vật phẩm sự kiện', 8891, -1, 0, 0, 0, 0, 989, 990, 991, 0),
(954, 11, 3, 'Bó Hoa Hồng', 'Vật phẩm sự kiện', 8933, 54, 0, 0, 0, 0, -1, -1, -1, 0),
(955, 11, 3, 'Bó Hoa Vàng', 'Vật phẩm sự kiện', 8934, 55, 0, 0, 0, 0, -1, -1, -1, 0),
(956, 33, 3, 'Mảnh Đội trưởng Vàng', 'Đội trưởng Vàng là một con hổ hình \r\nngười chắc nịch có cơ thể được bao phủ bởi bộ lông màu vàng, Goku đã đấm \r\nhắn ra khỏi máy bay của mình khi đang ở giữa không trung.', 8935, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(957, 5, 0, 'Cải trang Goku võ sĩ', 'Khi Hp dưới 15% và ở gần Cải Trang Võ Sĩ khác +20% né đòn +20% sức đánh trong 5 giây', 8939, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(958, 5, 1, 'Cải trang Pôcôlô võ sĩ', 'Khi Hp dưới 15% và ở gần Cải Trang Võ Sĩ khác +20% né đòn +20% sức đánh trong 5 giây', 9001, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(959, 5, 2, 'Cải trang Cađíc võ sĩ', 'Khi Hp dưới 15% và ở gần Cải Trang Võ Sĩ khác +20% né đòn +20% sức đánh trong 5 giây', 8970, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(960, 28, 3, 'Cờ trắng', 'Bật để PK đồ sát các màu cờ khác', 9066, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(961, 28, 3, 'Cờ đen', 'Bật để PK đồ sát các màu cờ khác', 9065, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(962, 27, 3, 'Capsule thời trang 5 ngày', 'Vật phẩm sự kiện', 9109, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(963, 27, 3, 'Capsule thời trang 7 ngày', 'Vật phẩm sự kiện', 9109, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(964, 30, 3, 'Sao pha lê', 'Ép vào đồ sao pha lê để tăng chỉ số', 9176, -1, 1, 1, 0, 0, -1, -1, -1, 0),
(965, 30, 3, 'Sao pha lê', 'Ép vào đồ sao pha lê để tăng chỉ số', 9175, -1, 1, 1, 0, 0, -1, -1, -1, 0),
(966, 11, 3, 'Trái bóng', 'VP DL', 9396, 56, 0, 0, 0, 0, -1, -1, -1, 0),
(967, 21, 3, 'Sao la', 'PET', 9372, -1, 1, 0, 0, 0, 557, 558, 559, 0),
(968, 5, 3, 'Số 7 Goku', 'CT', 9383, -1, 0, 0, 0, 0, 1029, 1047, 1048, 0),
(969, 5, 3, 'Số 11 Gohan', 'CT', 9387, -1, 0, 0, 0, 0, 1030, 1047, 1048, 0),
(970, 5, 3, 'Số 6 Cađíc', 'CT', 9385, -1, 0, 0, 0, 0, 1031, 1047, 1048, 0),
(971, 5, 3, 'Số 2 Krilin', 'CT', 9208, -1, 0, 0, 0, 0, 1032, 1047, 1048, 0),
(972, 5, 3, 'Số 4 Thên Xin Hăng', 'CT', 9326, -1, 0, 0, 0, 0, 1042, 1047, 1048, 0),
(973, 5, 3, 'Số 10 Pôcôlô', 'CT', 9207, -1, 0, 0, 0, 0, 1033, 1034, 1035, 0),
(974, 5, 3, 'Số 1 Mabư', 'CT', 9389, -1, 0, 0, 0, 0, 1036, 1037, 1038, 0),
(975, 5, 3, 'Số 8 Biden', 'CT', 9390, -1, 0, 0, 0, 0, 1039, 1040, 1041, 0),
(976, 5, 3, 'Số 9 Quy lão Kamê', 'CT', 9395, -1, 0, 0, 0, 0, 1043, 1044, 1045, 0),
(977, 5, 3, 'Số 3 Poc', 'CT', 9393, -1, 0, 0, 0, 0, 1046, 1047, 1048, 0),
(978, 5, 3, 'Số 5 Pic', 'CT', 9358, -1, 0, 0, 0, 0, 1049, 1047, 1048, 0),
(979, 27, 3, 'Huy chương đồng', 'Vật phẩm sự kiện', 9397, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(980, 27, 3, 'Huy chương bạc', 'Vật phẩm sự kiện', 9398, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(981, 27, 3, 'Huy chương vàng', 'Vật phẩm sự kiện', 9399, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(982, 11, 3, 'Cúp vàng', 'VP DL', 9402, 57, 0, 0, 0, 0, -1, -1, -1, 0);
INSERT INTO `item_template` (`id`, `TYPE`, `gender`, `NAME`, `description`, `icon_id`, `part`, `is_up_to_up`, `power_require`, `gold`, `gem`, `head`, `body`, `leg`, `ruby`) VALUES
(983, 11, 3, 'Cờ cổ động', 'VP DL', 9403, 58, 0, 0, 0, 0, -1, -1, -1, 0),
(984, 27, 3, 'Capsule SEA games', 'Vật phẩm sự kiện', 9109, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(985, 5, 3, 'Cải trang Chill', 'Vật phẩm sự kiện', 9405, -1, 0, 0, 0, 0, 1024, 1025, 1026, 0),
(986, 5, 3, 'Cải trang Chill cấp 2', 'Vật phẩm sự kiện', 9142, -1, 0, 0, 0, 0, 1021, 1022, 1023, 0),
(987, 27, 3, 'Đá bảo vệ', 'Bảo vệ trang bị không bị rớt cấp', 9406, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(988, 27, 3, 'Mở rộng túi vàng', 'Thêm 100 triệu sức chứa vàng', 9432, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(989, 5, 3, 'S', 'Vật phẩm sự kiện', 9407, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(990, 5, 3, 'S', 'Vật phẩm sự kiện', 9433, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(991, 5, 3, 'S', 'Vật phẩm sự kiện', 9458, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(992, 27, 3, 'Nhẫn thời không sai lệch', 'Vật phẩm nhiệm vụ', 9067, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(993, 27, 3, 'Giỏ thức ăn', 'Vật phẩm nhiệm vụ', 9489, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(994, 11, 3, 'Vỏ ốc', 'VP DL', 9602, 60, 0, 0, 0, 0, -1, -1, -1, 0),
(995, 11, 3, 'Cánh ác quỷ', 'VP DL', 9605, 61, 0, 0, 0, 0, -1, -1, -1, 0),
(996, 11, 3, 'Cá heo', 'VP DL', 9608, 62, 0, 0, 0, 0, -1, -1, -1, 0),
(997, 11, 3, 'Con diều', 'VP DL', 9611, 63, 0, 0, 0, 0, -1, -1, -1, 0),
(998, 11, 3, 'Diều rồng', 'VP DL', 9614, 64, 0, 0, 0, 0, -1, -1, -1, 0),
(999, 11, 3, 'Mèo mun', 'VP DL', 9624, 65, 0, 0, 0, 0, -1, -1, -1, 0),
(1000, 11, 3, 'Xiên cá', 'VP DL', 9627, 66, 0, 0, 0, 0, -1, -1, -1, 0),
(1001, 11, 3, 'Phóng lợn', 'VP DL', 9630, 67, 0, 0, 0, 0, -1, -1, -1, 0),
(1002, 27, 3, 'Cá nóc', 'Vật phẩm sự kiện', 9595, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1003, 27, 3, 'Cá bảy màu', 'Vật phẩm sự kiện', 9596, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1004, 27, 3, 'Cá diêu hồng', 'Vật phẩm sự kiện', 9597, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1005, 27, 3, 'Xô cá xanh', 'Vật phẩm sự kiện', 9598, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1006, 27, 3, 'Xô cá vàng', 'Vật phẩm sự kiện', 9599, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1007, 11, 3, 'Ván lướt sóng', 'VP DL', 9594, 68, 0, 0, 0, 0, -1, -1, -1, 0),
(1008, 27, 3, 'Cua đỏ', 'Vật phẩm sự kiện', 9621, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1009, 27, 3, 'Rương Tranh ngọc Namếc', 'Giấu bên trong nhiều vật phẩm quý giá', 5007, -1, 1, 15000, 0, 0, -1, -1, -1, 0),
(1010, 5, 0, 'Cải trang Áo vịt cam', 'CT', 9590, -1, 0, 0, 0, 0, 1065, 1066, 1067, 0),
(1011, 5, 2, 'Cải trang Áo trắng hoa', 'CT', 9591, -1, 0, 0, 0, 0, 1068, 1069, 1070, 0),
(1012, 5, 1, 'Cải trang Nón rơm mùa hè', 'CT', 9592, -1, 0, 0, 0, 0, 1071, 1072, 1073, 0),
(1013, 11, 3, 'Kiếm ánh sáng', 'VP DL', 9649, 69, 0, 0, 0, 0, -1, -1, -1, 0),
(1014, 27, 3, 'Rađa dò ngọc Namếc', 'Vật phẩm nhiệm vụ', 9651, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1015, 27, 3, 'Ngọc rồng Siêu Cấp', 'Thu thập để ước rồng thần', 9650, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1016, 29, 3, 'Thuốc mỡ Ipana', 'Trong vòng tối đa 10 phút +10% sức đánh gốc và hồi phục HP,KI', 9068, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1017, 29, 3, 'Thuốc mỡ Ipana đặc biệt', 'Trong vòng tối đa 30 phút +10% sức đánh gốc và hồi phục HP,KI', 9068, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1018, 5, 0, 'DIE', 'Cải trang thành Broly', 9718, -1, 0, 0, 0, 0, 0, 0, 0, 0),
(1019, 5, 1, 'DIE', 'Cải trang thành Broly', 9780, -1, 0, 0, 0, 0, 0, 0, 0, 0),
(1020, 5, 2, 'DIE', 'Cải trang thành Broly', 9749, -1, 0, 0, 0, 0, 0, 0, 0, 0),
(1021, 11, 3, 'Búa Mjolnir', 'VP DL', 9815, 70, 0, 0, 0, 0, -1, -1, -1, 0),
(1022, 11, 3, 'Búa Stormbreaker', 'VP DL', 9814, 71, 0, 0, 0, 0, -1, -1, -1, 0),
(1023, 11, 3, 'Quạt ba tiêu', 'VP DL', 9816, 72, 0, 0, 0, 0, -1, -1, -1, 0),
(1024, 11, 3, 'Gậy như ý', 'VP DL', 9704, 73, 0, 0, 0, 0, -1, -1, -1, 0),
(1025, 11, 3, 'Bồ cào', 'VP DL', 9706, 74, 0, 0, 0, 0, -1, -1, -1, 0),
(1026, 11, 3, 'Nguyệt nha sản', 'VP DL', 9707, 75, 0, 0, 0, 0, -1, -1, -1, 0),
(1027, 11, 3, 'Quyền trượng', 'VP DL', 9705, 76, 0, 0, 0, 0, -1, -1, -1, 0),
(1028, 11, 3, 'Dao răng cưa', 'VP DL', 9708, 77, 0, 0, 0, 0, -1, -1, -1, 0),
(1029, 27, 3, 'Lọ nước phép', 'VP DL', 9838, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1030, 11, 3, 'Cờ Hoa đăng', 'VP DL', 9843, 78, 0, 0, 0, 0, -1, -1, -1, 0),
(1031, 11, 3, 'Cờ Hoa sen', 'VP DL', 9844, 79, 0, 0, 0, 0, -1, -1, -1, 0),
(1032, 27, 3, 'Giấy màu', 'Vật phẩm sự kiện', 9846, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1033, 27, 3, 'Lời chúc', 'Vật phẩm sự kiện', 9847, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1034, 27, 3, 'Nến', 'Vật phẩm sự kiện', 9848, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1035, 27, 3, 'Khung tre', 'Vật phẩm sự kiện', 9845, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1036, 27, 3, 'Pháo hoa', 'Vật phẩm sự kiện', 9849, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1037, 27, 3, 'Hoa đăng', 'Vật phẩm sự kiện', 9850, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1038, 27, 3, 'Hoa đăng có lời chúc', 'Vật phẩm sự kiện', 9851, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1039, 21, 3, 'Pet Thỏ ốm', 'PET', 9973, -1, 1, 0, 0, 0, 557, 558, 559, 0),
(1040, 21, 3, 'Pet Thỏ mập', 'PET', 9974, -1, 1, 0, 0, 0, 557, 558, 559, 0),
